Channel name,X,Y,Z
0.0,-0.545170038,9.759454571,5.147208811
0.0006054999999776,3.726288255,-13.04648045,-5.812913371
0.0012109999999836,-4.380038743,1.257279966,1.87762764
0.0018163999999956,-4.793954241,2.785649131,1.184890427
0.0024219000000016,10.90139041,2.527377161,-3.731239836
0.0030273999999792,-4.107949672,-0.381909252,2.825112607
0.0036327999999912,-1.721388414,-6.004495831,-3.180082208
0.0042382999999972,3.441161583,14.67644444,4.987961621
0.0048438000000032,1.513523891,-5.85785282,-0.672356783
0.0054491999999868,1.26172813,-7.591683982,-2.119667825
0.0060546999999928,-9.64428203,5.427996729,4.028061581
0.0066601999999988,9.450815553,0.545674241,-4.613426292
0.0072656000000108,2.402688298,4.367637175,2.686398038
0.0078710999999884,-6.781451529,-7.999256796,-0.056378148
0.0084765999999945,5.50461707,5.260437733,1.305101762
0.009081999999978,-2.08122621,6.347606726,5.276492699
0.009687499999984,4.610804474,-11.99848559,-5.253638195
0.0102929999999901,-7.700659105,3.686885417,4.895564826
0.0108984999999961,-1.420616621,-4.438108108,-5.518413508
0.0115038999999796,10.97372075,3.310744359,-2.34934668
0.0121093999999857,-9.054642341,-0.525894431,4.255352923
0.0127148999999917,4.920645903,-5.208186144,-2.612689484
0.0133203000000037,0.605199878,12.5975573,6.698496091
0.0139257999999813,-0.415134136,-8.176522659,-2.574369883
0.0145312999999873,1.307983272,-3.876496574,1.768398871
0.0151366999999993,-10.15989082,0.746167248,2.322899018
0.0157421999999769,8.662437472,-1.127720124,-7.628140333
0.0163476999999829,-4.730013309,5.398760573,7.266485693
0.0169530999999949,-0.84061342,-7.855156059,-2.817776945
0.0175586000000009,6.505678108,9.443288078,2.700603747
0.0181640999999785,-5.842744236,2.649290776,4.215003935
0.0187694999999905,7.163566806,-10.22686699,-4.27081802
0.0193749999999965,-9.492025521,3.730681872,5.127750571
0.0199805000000026,3.601920876,-0.882506199,-3.69387524
0.0205859999999802,8.216211397,4.155588376,0.088663333
0.0211913999999922,-10.02327943,-4.198440963,2.678877369
0.0217968999999982,7.905463004,-0.150562279,-2.463827981
0.0224024000000042,-1.558815195,11.08120616,5.870864332
0.0230077999999878,0.002862698,-12.76567468,-3.398539747
0.0236132999999938,1.133732897,-0.169976011,-0.036442406
0.0242187999999998,-8.688909282,1.609616091,2.472118649
0.0248241999999834,10.54438687,-1.399396814,-3.170174024
0.0254296999999894,-3.767951705,3.142607573,1.605212283
0.0260351999999954,-3.326600559,-8.19489637,-1.02929014
0.026640599999979,7.140665976,12.47760817,0.573209317
0.027246099999985,-4.047296484,-2.695032311,2.616563251
0.027851599999991,3.300128749,-8.14636204,-4.807650563
0.028457000000003,-5.911106615,6.440746416,4.302506326
0.0290624999999806,0.265882133,-5.646728484,-13.17254493
0.0296679999999867,7.771232396,6.37360726,-0.845570931
0.0302734999999927,-7.138341693,-5.857390588,0.35331927
0.0308788999999762,3.165217918,3.397297248,-0.673431165
0.0314844000000107,1.438019174,9.097654313,2.52404708
0.0320898999999883,0.635129675,-13.40598116,-3.922718466
0.0326953000000003,-1.872284478,4.078164564,0.72016081
0.0333007999999779,-5.842517496,-0.992055116,-0.960290983
0.0339062999999839,8.893939923,3.757953544,-5.550406197
0.0345116999999959,-2.209448184,-0.403634143,0.376716908
0.0351172000000019,-2.890804564,-5.985082099,-1.894525246
0.0357226999999795,4.255841608,13.9041708,2.829171381
0.0363280999999915,-0.327725522,-9.021366676,-2.32212902
0.0369335999999975,1.405481856,-5.363033769,-2.993975485
0.0375391000000036,-8.485976184,5.352999633,3.783580139
0.0381444999999871,2.527509159,-3.135192461,-9.322200956
0.0387499999999931,3.343322888,5.992959443,0.541336004
0.0393554999999992,-5.554896674,-6.966631146,-0.26337562
0.0399609999999768,3.313506461,8.109287349,-0.211447188
0.0405663999999887,0.058300846,4.875745388,4.048832954
0.0411718999999948,3.930468428,-13.11766413,-6.861867686
0.0417774000000008,-6.728507531,3.915459,5.118558642
0.0423827999999844,-2.333702193,-1.917096335,-5.452518119
0.0429882999999904,9.856568379,2.433890796,-2.832937659
0.0435937999999964,-7.768341261,-4.81401805,2.375066201
0.04419919999998,2.405409189,-2.329407025,-2.517308297
0.044804699999986,1.560119144,14.48831613,6.075951792
0.045410199999992,1.027051307,-10.72272606,-2.934048881
0.046015600000004,-0.620334643,-3.388033209,0.395339518
0.0466210999999816,-8.616012085,3.226964861,2.69940999
0.0472265999999876,9.113651847,-1.053647492,-4.759780906
0.0478319999999996,-2.824709594,5.347799527,5.960276734
0.0484374999999772,-1.241491317,-8.041897672,-3.046858922
0.0490429999999832,3.693524196,9.476684319,3.599144675
0.0496484999999893,-1.991323446,1.585002252,2.76972228
0.0502539000000012,5.887015584,-10.50882833,-4.388999967
0.0508593999999789,-10.264305,4.719511068,5.738237924
0.0514648999999849,2.272879138,-4.063469303,-0.119050393
0.0520702999999969,7.758421536,5.856601087,1.707756013
0.0526758000000029,-10.25081392,-4.483637932,2.19695765
0.0532812999999805,8.007836517,-2.622115258,-1.098289297
0.0538866999999925,-1.984974701,11.37194991,6.707091142
0.0544921999999985,2.165063844,-10.80118989,-3.744848666
0.0550976999999761,-2.730272013,-0.936240636,4.519411981
0.0557030999999881,-5.117513494,1.824669396,-0.438977281
0.0563085999999941,12.15776169,1.221225893,-5.629194162
0.0569141000000001,-9.075729244,2.485314075,7.067725145
0.0575194999999837,5.201237757,-5.498698777,-4.083995042
0.0581249999999897,0.998822066,11.92096563,5.799119533
0.0587304999999958,-2.49570856,-3.353943621,0.592906309
0.0593360000000018,6.198104088,-8.095400993,-2.969025962
